name ra dec qso bal redshift u uerr g gerr r rerr i ierr z zerr yAperMag3 yAperMag3Err jAperMag3 jAperMag3Err hAperMag3 hAperMag3Err kAperMag3 kAperMag3Err W1 W1err W2 W2err W3 W3err W4 W4err
 CQ0327+0006  51.97933  0.104417  1.0  0.0  3.5  24.05206  0.623522  21.07722  0.030181  19.87906  0.022279  19.47563  0.022049  19.25801  0.047055  18.641897  0.041695  17.926071  0.024312  17.346321  0.029798  16.716665  0.052224  15.803  0.06  14.989  0.093  11.166  0.126  8.479  9999.0
 CQ0339+0022  54.86296  0.378278  1.0  1.0  1.41  22.05826  0.162935  21.2551  0.03521  20.42299  0.028924  19.99245  0.027017  19.65115  0.071276  19.086895  0.064455  18.498123  0.071687  17.716946  0.051468  17.209578  0.095343  15.917  0.067  14.597  0.071  11.361  0.156  9.027  0.469
 CQ0826+0728  126.603  7.472445  1.0  0.0  1.77  22.02274  0.143046  21.1233  0.035735  20.19082  0.022907  19.43237  0.020756  19.00063  0.039984  18.61229  0.043325  17.972548  0.031496  17.56603  0.044772  16.663307  0.031568  15.381  0.047  13.772  0.059  10.089  0.089  8.412  0.447
 CQ0831+0930  127.9265  9.508278  1.0  0.0  1.96  22.22608  0.164504  20.7248  0.026714  19.51935  0.016598  18.90839  0.016812  18.62002  0.027426  18.063383  0.041756  17.723059  0.029762  16.99908  0.057755  16.414984  0.027709  15.188  0.044  13.725  0.054  10.699  0.132  8.155  0.289
 CQ0832+0606  128.1209  6.100167  1.0  1.0  2.57  22.03002  0.177555  20.69665  0.029684  19.66629  0.021852  19.35046  0.023883  19.09269  0.054109  18.221733  0.031252  17.936739  0.030916  17.228815  0.037655  16.5982  0.037853  15.904  0.072  14.5  0.075  10.703  0.104  8.592  0.388
 flux_cq0347+0115.fits  56.95025  1.262367  1.0  0.0  0.99  20.57401  0.072244  19.87976  0.023046  19.0575  0.01884  18.72794  0.01752  18.47411  0.038607  17.855185  0.022065  17.013302  0.014403  16.830383  0.034164  15.838347  0.018897  14.242  0.03  12.797  0.028  9.825  0.044  7.474  0.108
 flux_cq0012+0657.fits  3.181246  6.960206  1.0  1.0  2.43  20.69663  0.066514  19.82594  0.024101  19.01617  0.029001  18.90196  0.019714  18.74425  0.041081  18.042746  0.03179  17.733929  0.037526  17.19828  0.056979  16.527473  0.04615  16.146  0.086  14.819  0.09  11.368  0.222  8.664  0.411
 flux_cq0012+1535.fits  3.066625  15.59756  1.0  0.0  3.2  22.60727  0.253197  20.45153  0.025195  19.71794  0.020702  19.34883  0.024377  19.15546  0.051233  18.461222  0.045455  17.952517  0.049101  17.759937  0.087386  16.88175  0.06605  16.177  0.084  15.583  0.163  11.577  0.201  8.308  0.255
 flux_cq0014+0444.fits  3.522183  4.73593  1.0  0.0  1.05  19.70855  0.042872  18.51001  0.031724  17.76039  0.01423  17.47552  0.025328  17.23114  0.028186  16.507948  0.009138  16.23797  0.011275  15.649817  0.011171  14.883608  0.010689  13.214  0.025  11.877  0.023  9.314  0.035  7.453  0.144
 flux_cq0015+0811.fits  3.881217  8.1936  1.0  1.0  2.43  21.04173  0.083111  19.89246  0.020711  19.01171  0.017298  18.68216  0.022426  18.33026  0.025556  17.480518  0.019834  17.05509  0.022097  16.445751  0.030948  15.603232  0.021454  15.111  0.044  14.142  0.053  10.614  0.083  8.605  0.355
 flux_cq0015+1129.fits  3.841858  11.49997  1.0  0.0  0.87  19.91383  0.042474  18.75241  0.026833  17.88188  0.015249  17.54259  0.017553  17.07219  0.028338  16.44484  0.009717 -999999500.0 -999999500.0  15.056331  0.008503  14.09865  0.006454  12.285  0.025  10.865  0.02  7.944  0.019  5.646  0.042
 flux_cq0015+1340.fits  3.992729  13.66816  1.0  0.0  3.11  22.30075  0.265228  20.3172  0.028672  19.62012  0.019054  19.39117  0.02366  19.26863  0.058248  18.261354  0.036598  17.72053  0.036455  17.216007  0.054754  16.674273  0.051769  15.614  0.055  14.954  0.094  11.557  0.201  9.009  9999.0
 flux_cq0020+0259.fits  5.085004  2.987189  1.0  1.0  2.47  21.13178  0.07519  19.8286  0.021877  19.04617  0.016268  18.8071  0.017038  18.33386  0.02828  17.699017  0.02003  17.240522  0.022579  16.6204  0.027921  15.741929  0.022229  14.947  0.04  13.733  0.042  10.048  0.057  7.933  0.213
 flux_cq0024+1037.fits  6.025413  10.63279  1.0  0.0  1.22  18.37519  0.017887  17.74127  0.021071  17.06807  0.013307  16.82282  0.017955  16.6929  0.015917  15.90187  0.006072  15.617642  0.005981  15.005901  0.007987  14.287698  0.006969  12.713  0.024  11.316  0.022  8.608  0.025  6.199  0.051
 flux_cq0033+0915.fits  8.488371  9.264906  1.0  0.0  3.28  22.94825  0.992774  19.96748  0.032307  19.22978  0.016466  18.98935  0.022584  18.87118  0.043412  18.098242  0.035976  17.48592  0.028821  17.081118  0.052979  16.508907  0.047757  15.614  0.059  14.878  0.163  11.406  0.305  8.402  0.312
 flux_cq0045+1217.fits  11.43058  12.28662  1.0  0.0  99.0  18.63022  0.025184  18.10804  0.022153  17.56314  0.015884  17.19694  0.019531  16.92124  0.021276  15.381998  0.004749 -999999500.0 -999999500.0  14.078531  0.003559  13.421062  0.003606  12.639  0.026  11.83  0.023  9.582  0.04  7.547  0.133
 flux_cq0056+1132.fits  14.18793  11.54409  1.0  0.0  3.57  24.93334  0.999365  20.09709  0.029674  19.1464  0.027402  18.96019  0.021614  18.97658  0.03977  18.297346  0.037256  17.651365  0.033406  17.217104  0.047015  16.603428  0.045236  15.778  0.06  15.399  0.129  12.247  0.354  8.879  0.429
 flux_cq0059+1238.fits  14.95068  12.64355  1.0  0.0  3.5  22.48091  0.308214  19.61569  0.025152  18.75327  0.01876  18.52003  0.018149  18.49969  0.035839  17.79936  0.020533  17.23343  0.019881  16.731834  0.031993  15.988612  0.029527  15.045  0.037  14.729  0.065  11.712  0.174  9.059  9999.0
 flux_cq0110+0303.fits  17.55625  3.065603  1.0  0.0  3.5  21.23514  0.080162  19.63581  0.021683  18.90076  0.019223  18.76231  0.017237  18.65772  0.030893  18.212303  0.031672  17.665607  0.034172  17.280415  0.05019  16.601809  0.044036  16.101  0.097  15.082  0.126  11.422  0.254  7.731  0.219
 flux_cq0118+0700.fits  19.73881  7.008097  1.0  0.0  3.5  25.44418  0.687069  19.94565  0.025821  19.16862  0.017018  19.02085  0.017556  18.84024  0.034488  18.432102  0.04262  17.920439  0.053684  17.453827  0.054041  16.9008  0.050009  16.268  0.068  15.706  0.136  11.74  0.177  9.331  0.508
 flux_cq0138+0124.fits  24.50863  1.406797  1.0  1.0  2.53  20.50801  0.058245  19.22714  0.018362  18.27066  0.020558  18.11773  0.012856  17.8878  0.028297  17.177084  0.016677  16.898472  0.01885  16.321074  0.022397  15.478365  0.016212  14.935  0.038  13.914  0.046  10.397  0.071  8.356  0.276
 flux_cq0151+0618.fits  27.90305  6.308797  1.0  0.0  0.95  21.67224  0.13392  20.12129  0.023481  19.19721  0.018275  18.84808  0.019422  18.41036  0.026559  17.798643  0.024745  16.910978  0.016096  16.577246  0.026796  15.767694  0.020591  14.431  0.03  13.296  0.033  10.982  0.095  8.682  0.307
 flux_cq0151+1453.fits  27.99047  14.88565  1.0  0.0  1.18  19.91132  0.042569  20.05036  0.02637  19.55325  0.020686  19.42798  0.028273  19.6744  0.089822  18.209784  0.038538  17.947948  0.048122  17.373877  0.066003  16.638538  0.055892  15.947  0.06  14.61  0.064  12.734  0.477  9.211  9999.0
 flux_cq0204+0327.fits  31.24443  3.450894  1.0  0.0  0.83  20.30279  0.047724  19.3472  0.027396  18.58192  0.016387  18.1327  0.013687  17.86337  0.023355  17.362885  0.015514  16.33021  0.010165  16.166481  0.015763  15.127643  0.011732  13.243  0.023  11.899  0.022  8.569  0.021  6.408  0.047
 flux_cq0206+0624.fits  31.5611  6.415122  1.0  0.0  1.2  21.24395  0.077736  19.88986  0.031919  19.0233  0.019645  18.7486  0.019259  18.59259  0.034129  17.775421  0.024356  17.462852  0.027215  16.848394  0.036286  16.291521  0.036298  14.859  0.035  13.431  0.032  10.66  0.071  8.763  0.326
 flux_cq0319+0623.fits  49.7574  6.394178  1.0  0.0  2.1  19.95647  0.043365  19.57286  0.022625  18.90382  0.020448  18.51192  0.022649  18.1518  0.030219  17.605387  0.022298  17.194553  0.022861  16.564173  0.022848  15.777883  0.021618  15.163  0.044  14.059  0.051  10.374  0.068  7.712  0.151
 flux_cq0329+0609.fits  52.28757  6.153972  1.0  0.0  1.44  21.00942  0.07285  19.8256  0.017381  19.13469  0.021457  18.76628  0.017654  18.65141  0.03336  18.054865  0.026086  17.430403  0.024979  16.782047  0.027086  16.020151  0.024725  14.278  0.032  12.771  0.03  9.715  0.045  7.453  0.119
 flux_cq0339+0420.fits  54.87762  4.341975  1.0  0.0  1.8  19.92534  0.040359  19.28935  0.023326  18.76226  0.01517  18.22396  0.015824  17.9612  0.023181  17.319633  0.016909  16.694729  0.016122  16.15779  0.016439  15.365013  0.015427  13.9  0.028  12.329  0.025  8.992  0.033  6.732  0.078
 flux_cq0340+0408.fits  55.05895  4.142206  1.0  0.0  1.62  20.81693  0.079444  19.931  0.024719  19.38461  0.023559  18.95003  0.021836  18.7492  0.048332  18.150652  0.031344  17.749166  0.038049  17.100409  0.037639  16.566626  0.041127  15.355  0.047  13.963  0.046  10.942  0.106  8.547  9999.0
 flux_cq0345-0009.fits  56.4603 -0.1521  1.0  1.0  1.77  20.36171  0.046712  19.30082  0.015  18.53359  0.015105  18.1256  0.016846  18.08382  0.024249  17.578112  0.017795  17.071564  0.01722  16.560051  0.017952  15.964976  0.027644  15.18  0.045  14.036  0.051  11.023  0.125  8.798  0.4
 flux_cq1114+1330.fits  168.5631  13.51657  1.0  1.0  1.1  19.05796  0.028698  18.3725  0.016886  17.59222  0.016091  17.37973  0.022401  17.27074  0.020633  16.671967  0.009497  16.482353  0.01142  15.931588  0.012217  15.227875  0.01555  13.562  0.028  12.178  0.026  9.283  0.034  6.938  0.094
 flux_cq1319+3214.fits  199.7613  32.24758  1.0  0.0  3.55  24.69892  1.096707  20.54499  0.038915  19.55441  0.029074  19.31266  0.024983  19.33227  0.072271  18.737427  0.036275  18.025978  0.03193  17.478691  0.037611  16.68673  0.038789  15.747  0.048  15.297  0.086  12.66  0.342  9.038  9999.0
 flux_cq1400+0219.fits  210.1963  2.326333  1.0  0.0  0.86  21.94371  0.193696  20.6242  0.032711  19.8468  0.025082  19.55846  0.025252  19.15288  0.068176  18.591528  0.044641  17.580833  0.022421  17.51848  0.052456  16.4964  0.036619  14.731  0.031  13.395  0.032  10.401  0.054  8.305  0.19
 flux_cq1409+0940.fits  212.4691  9.673258  1.0  0.0  0.92  21.87382  0.147017  20.59102  0.028846  19.65859  0.019903  19.32907  0.023175  19.03825  0.039815  18.41269  0.029387  17.637295  0.019987  17.206978  0.027595  16.387793  0.025334  14.655  0.032  13.382  0.03  10.551  0.06  7.939  0.142
 flux_cq1411-0104.fits  212.9986 -1.0785  1.0  0.0  3.5  22.71313  0.317214  20.25032  0.028455  19.32908  0.022053  19.06711  0.030073  18.84629  0.042625  18.46875  0.057258  17.825645  0.036961  17.178574  0.051792  16.551924  0.045464  15.842  0.048  15.053  0.084  11.868  0.216  8.7  0.248
 flux_cq1434+0448.fits  218.5625  4.813008  1.0  0.0  1.2  21.52484  0.109769  20.66973  0.029067  19.80418  0.022368  19.45688  0.020552  19.28739  0.051293  18.446392  0.038281  18.108429  0.049345  17.462854  0.062607  16.571209  0.046409  15.148  0.036  13.81  0.037  10.895  0.078  8.299  0.204
 flux_cq1443-0017.fits  220.8355 -0.292025  1.0  1.0  2.43  21.58809  0.099032  20.5093  0.023345  19.70941  0.024243  19.4937  0.024951  19.11555  0.043498  18.419786  0.04762  18.040403  0.046432  17.300196  0.059492  16.457823  0.049905  15.7  0.048  14.691  0.063  11.099  0.095  9.237  0.438
 flux_cq1506+0438.fits  226.6244  4.645631  1.0  0.0  1.04  22.02445  0.149214  20.78662  0.037709  19.97069  0.023135  19.64056  0.028161  19.33489  0.05462  18.197525  0.030444  17.852667  0.028509  17.301147  0.050075  16.4803  0.045535  15.2  0.036  13.851  0.036  10.627  0.062  7.835  0.129
 flux_cq1509+1214.fits  227.4731  12.24583  1.0  1.0  2.8  20.7471  0.06416  19.21481  0.022527  18.52049  0.014344  18.09559  0.012266  18.0108  0.024685  17.216324  0.013138  16.876194  0.012495  16.19001  0.016  15.664635  0.01605  14.795  0.032  13.757  0.034  10.01  0.039  7.819  0.115
 flux_cq1524-0053.fits  231.1861 -0.886028  0.0  0.0  0.0  22.79808  0.30115  20.37992  0.02275  19.49682  0.018592  19.11411  0.018287  18.83455  0.038369  18.165243  0.041301  17.76119  0.036302  17.195929  0.047299  17.181799  0.089021  17.358  0.17  17.23  9999.0  12.696  0.424  8.918  0.345
 flux_cq1524-0120.fits  231.171  1.347475  1.0  0.0  1.05  21.90961  0.154591  20.50246  0.027407  19.69599  0.020343  19.4298  0.021379  18.84422  0.037697  18.049034  0.034464  17.750189  0.029592  17.210917  0.035717  16.293133  0.026732  15.407  0.039  14.173  0.042  10.463  0.052  8.04  0.153
 flux_cq1527+0250.fits  231.7956  2.838667  1.0  1.0  2.13  19.04676  0.026767  18.04049  0.014899  17.04375  0.012521  16.65304  0.012724  16.48878  0.024217  15.838672  0.006515  15.506011  0.006276  14.971208  0.006964  14.14964  0.005942  13.749  0.026  12.883  0.026  9.605  0.034  7.532  0.096
 flux_cq1545-0130.fits  236.4542 -1.502572  1.0  0.0  3.49  21.58571  0.117093  20.07785  0.020558  19.34611  0.017919  19.20499  0.022683  19.05586  0.042685  18.654434  0.04193  18.000584  0.039422  17.655224  0.065504  16.86177  0.065643  15.953  0.071  15.308  0.127  11.36  0.192  8.542  9999.0
 flux_cq1606+2903.fits  241.6169  29.05939  1.0  0.0  1.82  18.75173  0.021067  18.11993  0.016131  17.53462  0.014349  17.20925  0.013676  16.97658  0.022177  16.487713  0.009309  15.89212  0.006076  15.185555  0.006746  14.122854  0.005581  12.412  0.023  11.197  0.021  8.573  0.021  6.271  0.044
 flux_cq1607+2611.fits  241.8407  26.18529  1.0  0.0  3.2  23.35092  0.345443  20.56696  0.025209  19.69004  0.020524  19.43086  0.027017  19.05297  0.039412  18.3003  0.046744  17.853497  0.027895  17.446451  0.053135  16.715603  0.050541  15.87  0.06  15.287  0.112  12.463  0.377  9.155  9999.0
 flux_cq1643+2944.fits  250.8867  29.73984  1.0  0.0  1.08  21.24151  0.094234  20.23586  0.024964  19.47879  0.019721  19.1914  0.020326  18.89376  0.035213  18.446957  0.033573  18.141537  0.0332  17.51379  0.042566  16.730543  0.047662  15.33  0.041  13.958  0.041  11.208  0.107  8.787  0.339
 flux_cq1645+3056.fits  251.4716  30.93535  1.0  1.0  2.5  21.11298  0.070369  19.94964  0.022407  19.15047  0.019392  18.8512  0.01601  18.60315  0.033506  18.217524  0.03468  17.838737  0.031135  17.4571  0.060597  16.67765  0.05147  15.88  0.054  15.39  0.096  12.296  0.267  8.88  9999.0
 flux_cq1645+3130.fits  251.4492  31.50091  1.0  0.0  0.93  21.8766  0.115043  20.40112  0.021422  19.51387  0.015389  19.22555  0.017419  18.79885  0.032937  18.26979  0.031372  17.678556  0.026638  17.341373  0.030713  16.417208  0.038438  14.686  0.032  13.282  0.029  10.177  0.045  7.625  0.103
 flux_cq1655+3051.fits  253.8495  30.86048  1.0  0.0  1.27  21.45151  0.082098  20.29921  0.023434  19.36621  0.021003  18.92368  0.017419  18.74373  0.033983  18.121883  0.025063  17.783386  0.026444  16.951479  0.029863  16.412529  0.036271  14.543  0.032  12.845  0.027  9.43  0.032  7.065  0.08
 flux_cq2221+0145.fits  335.4315  1.760381  1.0  0.0  3.43  23.9688  0.626015  19.85659  0.019091  19.04116  0.016912  18.83143  0.023236  18.62397  0.029235  18.116003  0.029479  17.54731  0.02929  17.040865  0.046496  16.428461  0.042286  15.74  0.063  14.852  0.091  11.265  0.162  8.484  9999.0
 flux_cq2244+0335.fits  341.224  3.589803  1.0  0.0  3.37  25.78879  0.875861  19.50086  0.031635  18.6748  0.020829  18.46721  0.02001  18.39754  0.041261  17.68469  0.022233  17.047876  0.018854  16.4823  0.017069  15.7753  0.019368  14.904  0.039  14.498  0.111  10.773  0.126  8.149  9999.0
 flux_cq2252+0424.fits  343.1915  4.576875  1.0  0.0  0.35  17.41713  0.025074  16.68407  0.010557  16.05606  0.010512  15.84093  0.017867  15.18234  0.02407  14.850337  0.003449  14.493334  0.00305  13.888114  0.002798  13.071363  0.002735  11.506  0.023  10.391  0.02  7.638  0.017  5.322  0.034
 flux_cq2301+0832.fits  345.3437  8.533731  1.0  1.0  1.1  18.81684  0.030171  18.04312  0.024752  17.27695  0.016214  17.0576  0.01396  16.88804  0.024232  16.195654  0.008037  15.981868  0.009109  15.399225  0.009135  14.656102  0.008118  12.86  0.023  11.41  0.022  8.421  0.023  6.386  0.059
 flux_cq2310+1117.fits  347.6956  11.28932  1.0  0.0  0.83  22.71974  0.556773  21.03124  0.044308  20.06394  0.034254  19.65873  0.03386  19.26607  0.07671  18.744905  0.05293  17.75063  0.036916  17.356585  0.042531  16.541018  0.036111  14.913  0.039  13.763  0.042  11.337  0.145  8.27  0.221
 flux_cq2335+1407.fits  353.8003  14.12543  1.0  0.0  0.97  21.58346  0.125082  20.50763  0.02869  19.72671  0.019198  19.55643  0.02403  19.21624  0.051122  18.763832  0.056228  17.66064  0.039294  17.443878  0.076149  16.554499  0.052041  14.934  0.04  13.64  0.043  10.554  0.085  8.268  0.275
 flux_cq2337+1343.fits  354.3264  13.71834  1.0  0.0  3.57  26.30496  0.310102  19.88623  0.023127  19.03112  0.025713  18.80821  0.019774  18.70774  0.029053  18.29613  0.039415  17.65309  0.045604  17.141665  0.051565  16.53094  0.046189  15.582  0.055  15.146  0.117  12.312  0.385  8.864  0.453
 flux_cq2343+0615.fits  355.9343  6.250167  1.0  0.0  2.16  21.41167  0.091987  20.26097  0.024287  19.39553  0.017089  19.06108  0.020231  18.66844  0.029096  17.869474  0.025809 -999999500.0 -999999500.0  17.0202  0.027619  16.364532  0.030979  15.377  0.048  14.16  0.051  10.803  0.095  8.545  0.3
 flux_cq2352+0105.fits  358.1587  1.097875  1.0  0.0  2.14  18.58631  0.024244  17.93161  0.018903  17.34086  0.011618  17.16764  0.009774  16.94056  0.01638  16.362288  0.009826  16.00041  0.007446  15.404013  0.013089  14.686764  0.01101  14.046  0.03  12.839  0.029  9.247  0.042  6.877  0.096
 flux_cq2358+0359.fits  359.5667  3.995747  1.0  1.0  2.89  22.22937  0.236754  20.68012  0.037332  19.95498  0.035506  19.65151  0.032563  19.38519  0.086974  18.44205  0.038199  17.928062  0.043572  17.392159  0.060558  16.709946  0.051253  15.745  0.06  14.705  0.076  11.25  0.15  8.706  0.382
 flux_cq2358+0520.fits  359.6934  5.347778  1.0  0.0  3.47  22.51476  0.358555  20.28613  0.029605  19.49665  0.021397  19.16473  0.024987  19.0274  0.067583  18.306187  0.046499  17.75639  0.043387  17.25246  0.041498  16.509932  0.041915  15.71  0.06  14.95  0.096  11.047  0.126  8.771  0.425
 flux_cq2358+1436.fits  359.5819  14.61168  1.0  0.0  1.05  21.30541  0.090396  20.37576  0.030266  19.46779  0.015968  19.09351  0.020097  18.81382  0.044001  18.15395  0.032154  17.75519  0.038543  17.121569  0.038549  16.23413  0.032227  14.555  0.034  13.119  0.031  10.471  0.075  8.563  0.325
 flux_cq1247+3403.fits  191.7586  34.06616  1.0  0.0  1.18  20.32207  0.047519  19.23506  0.020937  18.37953  0.018202  18.06545  0.017622  17.98087  0.021365  17.121368  0.016223  16.929985  0.02111  16.302496  0.020024  15.469915  0.017778  13.819  0.028  12.415  0.025  9.604  0.033  7.268  0.094
 flux_cq1248+2951.fits  192.2018  29.85187  1.0  0.0  3.55  22.10573  0.235868  19.0636  0.024617  18.17552  0.018847  17.99633  0.017639  17.7664  0.026583  17.007668  0.01475  16.461523  0.013678  16.120323  0.019508  15.464151  0.017433  14.553  0.035  14.138  0.052  10.477  0.075  8.135  0.214
 flux_cq1327+3206.fits  201.989  32.11406  1.0  0.0  2.48  20.26835  0.053851  19.14356  0.025975  18.56687  0.011733  18.31207  0.0166  17.92852  0.023369  17.40433  0.0171  17.015041  0.019416  16.417807  0.016055  15.597889  0.015476  14.88  0.038  13.631  0.037  10.037  0.045  7.731  0.134
 flux_cq1330+2419.fits  202.6931  24.32317  1.0  0.0  1.21  19.85906  0.040939  18.97721  0.014177  18.2501  0.017894  18.10096  0.0142  18.06584  0.027319  17.463633  0.015631  17.280554  0.019093  16.550207  0.020893  15.790291  0.019859  14.225  0.029  12.736  0.027  9.834  0.04  7.709  0.141
 flux_cq1332+0052.fits  203.2272  0.880731  1.0  0.0  3.52  24.61548  0.805851  19.15261  0.015723  18.3557  0.01885  18.1145  0.018915  18.06125  0.033803  17.537523  0.017333  16.897951  0.013451  16.229013  0.018876  15.398961  0.01439  14.462  0.031  13.987  0.039  11.162  0.101  9.132  0.422
 flux_cq1339+3331.fits  204.9224  33.52018  1.0  0.0  3.4  21.24159  0.089884  19.28253  0.014327  18.58674  0.014016  18.42682  0.014576  18.29678  0.028204  17.633764  0.019678  17.056303  0.020106  16.68125  0.020702  16.077173  0.0263  15.236  0.043  14.785  0.07  11.118  0.105  8.249  0.206
 flux_cq1355+3407.fits  208.9896  34.12751  1.0  0.0  3.16  21.13452  0.078527  19.33718  0.020717  18.77131  0.016925  18.56437  0.01428  18.53533  0.030332  17.962286  0.029177  17.414066  0.028171  16.910011  0.027886  16.308924  0.033312  15.571  0.048  14.831  0.069  10.818  0.074  8.402  0.233
 flux_cq1358+2401.fits  209.7496  24.01861  1.0  0.0  3.4  21.18871  0.106829  19.50194  0.024652  18.8625  0.019603  18.66838  0.019009  18.39332  0.025951  17.968588  0.024226  17.439514  0.022373  17.012648  0.027469  16.310375  0.030147  15.341  0.043  14.637  0.065  11.241  0.115  8.447  0.278
 flux_cq1451+3239.fits  222.9843  32.66436  1.0  0.0  3.55  21.18129  0.079439  19.76121  0.024035  19.09481  0.015684  18.95469  0.018948  18.85228  0.041088  18.390568  0.037977  18.085499  0.030286  17.534369  0.060662  16.977644  0.069894  16.262  0.056  15.496  0.086  11.706  0.12  9.037  0.296
 flux_cq1546+0005.fits  236.7441  0.093981  1.0  0.0  3.61  24.76203  0.70358  19.88451  0.019101  19.01814  0.018525  18.88414  0.016066  18.59765  0.035324  17.965574  0.027731  17.409796  0.024543  16.82936  0.020301  16.152786  0.026961  15.495  0.053  14.792  0.087  11.223  0.16  8.512  0.334
